-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 1 -99 -99 1 -99 -99 -99 -99 1 -99 -99 1 1 -99 -99 -99 -99 -99 -99 1 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 1 -99 -99 -99 1 1 1 1 -99 1 -99 -99 1 1 -99 1 1 -99 -99 -99 -99 -99 -99 -99 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 1 -99 -99 -99 1 -99 1 1 -99 1 1 1 -99 -99 1 -99 1 -99 -99 1 1 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 1 1 1 1 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 1 1 1 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 1 1 -99 -99 -99 -99 1 1 1 1 1 1 1 -99 -99 -99 -99 -99 1 -99 1 -99 1 1 -99 1 1 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 1 1 -99 -99 -99 -99 -99 -99 1 -99 -99 1 -99 -99 -99 -99 1 1 -99 -99 -99 1 1 1 1 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 1 -99 -99 1 1 1 -99 -99 -99 -99 1 1 1 -99 1 1 1 -99 1 1 1 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 1 1 -99 1 -99 -99 -99 1 1 -99 1 1 1 1 -99 -99 1 -99 1 1 1 1 1 -99 -1 1 1 1 -99 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 1 -99 1 -99 -99 1 -99 -99 1 1 -99 1 -99 1 -99 -99 -99 -99 1 -99 -99 -99 1 1 -99 1 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 1 1 1 1 -99 1 -99 1 1 -99 1 1 1 1 1 -99 -99 -99 -99 1 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 1 1 -99 -99 -99 1 -99 -99 -99 1 -99 1 -99 1 -99 -99 -99 -99 -99 1 1 1 -99 -99 1 -99 -99 -99 -99 1 -99 -99 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 1 1 1 1 -99 1 1 1 1 1 1 -99 1 1 1 1 -99 1 -99 -99 -99 -99 1 -99 1 1 -99 -99 -99 1 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 1 -99 1 -99 1 1 -99 1 -99 1 -99 -99 1 -99 -99 -99 1 -99 1 1 1 -99 1 -99 1 -99 -99 1 -99 -99 -99 -99 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 1 -99 -99 -99 -99 1 -99 -99 -99 -99 1 1 -99 -99 -99 -99 -99 -99 1 -99 1 -99 -99 -99 1 -99 1 1 1 1 -99 -99 1 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 
-99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 1 1 1 1 1 -99 -99 1 -99 1 -99 -99 1 1 -99 1 1 1 1 -99 -99 -99 1 -99 -99 -99 1 -99 -99 1 1 1 -99 1 1 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 1 -99 -99 1 -99 -99 -99 1 1 1 1 -99 -99 -99 -99 -99 -99 -99 1 1 -99 1 1 -99 1 -99 1 -99 1 1 1 1 1 1 1 -99 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 1 1 1 -99 1 -99 -99 -99 -99 1 1 -99 -99 1 -99 1 -99 1 1 1 -99 -99 1 -99 -99 -99 -99 1 1 1 -99 -99 -99 1 1 -99 -99 -99 1 1 1 1 1 1 -99 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 1 -99 1 -99 -99 1 1 -99 -99 1 -99 -99 -99 1 1 1 1 -99 -99 1 1 -99 1 1 1 -99 -99 1 1 1 1 -99 -99 -99 1 1 -99 -99 1 -99 1 1 -99 1 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 1 -99 -99 1 1 1 1 1 -99 -99 -99 1 1 1 1 -99 -99 -99 -99 -99 1 1 1 1 1 1 -99 1 1 1 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 1 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 1 1 1 1 -99 1 1 -99 1 1 1 1 -99 -99 1 1 -99 -99 -99 1 1 1 -99 1 1 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 1 -99 1 -99 1 1 1 1 1 1 1 -99 1 1 -99 -99 1 1 1 1 1 1 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 1 -99 -99 -99 -99 1 -99 1 -99 1 1 -99 -99 -99 1 -99 -99 -99 1 1 1 1 1 -99 -99 1 1 1 1 -99 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 1 -99 -99 1 1 1 -99 1 -99 -99 1 -99 -99 -99 1 -99 1 1 -99 1 -99 1 1 1 1 -99 1 -99 -99 1 -99 -99 -99 -99 1 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 1 1 -99 -99 -99 1 -99 -99 1 -99 -99 -99 1 1 -99 1 1 1 -99 1 1 1 1 1 1 1 1 1 -99 1 1 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 1 1 1 1 1 -99 1 -99 1 1 1 -99 -99 1 1 1 1 -99 -99 1 1 1 -99 -99 -99 1 1 1 1 1 1 1 -99 -99 1 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 1 -99 -99 -99 -99 1 -99 1 1 1 -99 1 -99 -99 -99 -99 1 -99 1 -2 1 -1 -99 1 -99 1 -99 1 1 -99 -99 -99 1 1 -99 1 1 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 1 -99 1 -99 -99 1 -99 -99 1 -99 1 1 -99 -99 -99 -99 -99 -99 -99 1 1 -99 1 1 -99 1 -99 1 1 -99 1 1 1 1 1 -99 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 1 1 -99 -99 1 1 1 -99 1 1 -99 -99 -99 1 -99 1 -99 -99 1 1 -99 -99 1 1 1 1 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 1 1 -99 -99 1 -99 1 -99 1 1 1 1 -99 -99 -99 1 -99 1 -99 1 -99 -99 -99 -99 1 -99 -99 1 1 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 1 -99 -99 -99 -99 1 1 1 1 -99 1 1 -99 -99 -99 -99 -99 1 -99 -99 1 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 1 1 1 -99 -99 1 -99 -99 1 -99 -99 1 -99 -99 -99 1 -99 1 1 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 1 -99 -99 1 1 1 1 -99 1 -99 -99 1 -99 1 -99 -99 -99 -99 -99 -99 1 1 1 -99 -99 1 1 1 1 1 1 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 1 1 -99 1 1 -99 -99 1 -99 -99 1 1 -99 -99 1 -99 1 1 1 1 1 1 1 1 1 1 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 1 -99 -99 1 1 1 -99 -99 1 1 -99 1 -99 1 1 1 1 -99 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 1 -99 -99 -99 -99 -99 1 1 -99 1 -99 1 1 -99 -99 1 1 -99 1 1 -99 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 1 1 -99 1 1 -99 1 1 -99 -99 -99 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 1 -99 -99 -99 -99 1 1 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
-99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 
